year,state,rank,selection_variant,exposure_universe,premium_variant,default_mapping_rule,turnover_failure_reason,plan_pair_rows,counties,turnover_rows,across_turnover_rows,same_issuer_turnover_rows,current_plan_missing_rows,current_premium_missing_rows,prior_premium_missing_rows,issuer_missing_rows,no_valid_crosswalk_rows,crosswalk_level_4_or_5_rows,selected_top_two_differs_rows,alternative_top_two_would_turnover_rows,alternative_top_two_would_across_turnover_rows
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,current_ehb_all_states,current_repo_rule,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,current_ehb_all_states,current_repo_rule,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,current_ehb_all_states,current_repo_rule,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,current_ehb_all_states,source_order_first_valid,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,current_ehb_all_states,source_order_first_valid,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,current_ehb_all_states,source_order_first_valid,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,ehb_named_states_only,current_repo_rule,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,ehb_named_states_only,current_repo_rule,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,ehb_named_states_only,current_repo_rule,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,ehb_named_states_only,source_order_first_valid,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,ehb_named_states_only,source_order_first_valid,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,ehb_named_states_only,source_order_first_valid,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,gross_only,current_repo_rule,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,gross_only,current_repo_rule,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,gross_only,current_repo_rule,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,gross_only,same_plan_if_available_else_source_order,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,gross_only,same_plan_if_available_else_source_order,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,gross_only,same_plan_if_available_else_source_order,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,gross_only,source_order_first_valid,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,gross_only,source_order_first_valid,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,service_area_strict_top_two,include_ties_at_second_lowest,gross_only,source_order_first_valid,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,current_ehb_all_states,current_repo_rule,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,current_ehb_all_states,current_repo_rule,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,current_ehb_all_states,current_repo_rule,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,current_ehb_all_states,same_plan_if_available_else_source_order,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,current_ehb_all_states,source_order_first_valid,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,current_ehb_all_states,source_order_first_valid,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,current_ehb_all_states,source_order_first_valid,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,ehb_named_states_only,current_repo_rule,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,ehb_named_states_only,current_repo_rule,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,ehb_named_states_only,current_repo_rule,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,ehb_named_states_only,same_plan_if_available_else_source_order,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,ehb_named_states_only,source_order_first_valid,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,ehb_named_states_only,source_order_first_valid,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,ehb_named_states_only,source_order_first_valid,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,gross_only,current_repo_rule,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,gross_only,current_repo_rule,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,gross_only,current_repo_rule,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,gross_only,same_plan_if_available_else_source_order,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,gross_only,same_plan_if_available_else_source_order,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,gross_only,same_plan_if_available_else_source_order,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,gross_only,source_order_first_valid,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,gross_only,source_order_first_valid,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,exactly_two_plans,gross_only,source_order_first_valid,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,current_ehb_all_states,current_repo_rule,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,current_ehb_all_states,current_repo_rule,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,current_ehb_all_states,current_repo_rule,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,current_ehb_all_states,source_order_first_valid,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,current_ehb_all_states,source_order_first_valid,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,current_ehb_all_states,source_order_first_valid,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,ehb_named_states_only,current_repo_rule,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,ehb_named_states_only,current_repo_rule,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,ehb_named_states_only,current_repo_rule,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,ehb_named_states_only,source_order_first_valid,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,ehb_named_states_only,source_order_first_valid,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,ehb_named_states_only,source_order_first_valid,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,gross_only,current_repo_rule,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,gross_only,current_repo_rule,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,gross_only,current_repo_rule,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,gross_only,same_plan_if_available_else_source_order,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,gross_only,same_plan_if_available_else_source_order,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,gross_only,same_plan_if_available_else_source_order,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,gross_only,source_order_first_valid,both_zero,38,38,0,0,0,0,0,0,0,0,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,gross_only,source_order_first_valid,no_valid_crosswalk,11,11,0,0,0,11,11,0,0,11,0,0,0,0
2024,GA,second_lowest,tie_break_source_order,include_ties_at_second_lowest,gross_only,source_order_first_valid,turnover,110,110,110,0,110,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,current_ehb_all_states,current_repo_rule,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,current_ehb_all_states,same_plan_if_available_else_source_order,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,current_ehb_all_states,source_order_first_valid,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,ehb_named_states_only,current_repo_rule,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,ehb_named_states_only,source_order_first_valid,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,gross_only,current_repo_rule,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,gross_only,same_plan_if_available_else_source_order,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,exactly_two_plans,gross_only,source_order_first_valid,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,include_ties_at_second_lowest,current_ehb_all_states,current_repo_rule,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,include_ties_at_second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,include_ties_at_second_lowest,current_ehb_all_states,source_order_first_valid,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,include_ties_at_second_lowest,ehb_named_states_only,current_repo_rule,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,include_ties_at_second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,include_ties_at_second_lowest,ehb_named_states_only,source_order_first_valid,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,include_ties_at_second_lowest,gross_only,current_repo_rule,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,include_ties_at_second_lowest,gross_only,same_plan_if_available_else_source_order,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,all_tied_lowest_or_second_lowest,include_ties_at_second_lowest,gross_only,source_order_first_valid,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,exactly_two_plans,current_ehb_all_states,current_repo_rule,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,exactly_two_plans,current_ehb_all_states,same_plan_if_available_else_source_order,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,exactly_two_plans,current_ehb_all_states,source_order_first_valid,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,exactly_two_plans,ehb_named_states_only,current_repo_rule,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,exactly_two_plans,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,exactly_two_plans,ehb_named_states_only,source_order_first_valid,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,exactly_two_plans,gross_only,current_repo_rule,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,exactly_two_plans,gross_only,same_plan_if_available_else_source_order,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,exactly_two_plans,gross_only,source_order_first_valid,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,include_ties_at_second_lowest,current_ehb_all_states,current_repo_rule,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,include_ties_at_second_lowest,current_ehb_all_states,same_plan_if_available_else_source_order,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,include_ties_at_second_lowest,current_ehb_all_states,source_order_first_valid,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,include_ties_at_second_lowest,ehb_named_states_only,current_repo_rule,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,include_ties_at_second_lowest,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,include_ties_at_second_lowest,ehb_named_states_only,source_order_first_valid,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,include_ties_at_second_lowest,gross_only,current_repo_rule,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,include_ties_at_second_lowest,gross_only,same_plan_if_available_else_source_order,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,county_rating_area_specific_top_two,include_ties_at_second_lowest,gross_only,source_order_first_valid,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,current_repo_top_two,exactly_two_plans,current_ehb_all_states,current_repo_rule,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,current_repo_top_two,exactly_two_plans,current_ehb_all_states,same_plan_if_available_else_source_order,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,current_repo_top_two,exactly_two_plans,current_ehb_all_states,source_order_first_valid,both_positive,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,current_repo_top_two,exactly_two_plans,ehb_named_states_only,current_repo_rule,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,current_repo_top_two,exactly_two_plans,ehb_named_states_only,same_plan_if_available_else_source_order,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2024,HI,lowest,current_repo_top_two,exactly_two_plans,ehb_named_states_only,source_order_first_valid,both_zero,5,5,0,0,0,0,0,0,0,0,0,0,0,0
